Year,Data Type,Country,HTS Number,Description,Special Import Program,Rate Provision Code,District,Quantity Description,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
2017,Customs Value,Australia,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Miami, FL",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Australia,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"New York, NY",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Australia,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"San Francisco, CA",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Australia,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Chicago, IL",proof liters,0,0,0,0,0,0,0,0,0,0,"122,146",0
2017,Customs Value,Australia,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Cleveland, OH",proof liters,0,0,0,0,0,0,"171,024",0,0,0,0,0
2017,Customs Value,Australia,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Los Angeles, CA",proof liters,0,0,0,"43,734",0,0,0,0,"5,612","39,684","5,022",0
2017,Customs Value,Australia,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"New York, NY",proof liters,0,0,0,0,0,"26,052",0,"76,250","129,854",0,0,0
2017,Customs Value,Australia,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"San Francisco, CA",proof liters,0,0,0,0,0,0,0,"260,686","96,846",0,0,"25,916"
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Buffalo, NY",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Chicago, IL",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Cleveland, OH",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Detroit, MI",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Honolulu, HI",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Houston-Galveston, TX",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Laredo, TX",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Los Angeles, CA",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Miami, FL",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Minneapolis, MN",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"New Orleans, LA",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"New York, NY",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Philadelphia, PA",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"San Diego, CA",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"San Francisco, CA",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Seattle, WA",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Tampa, FL",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Baltimore, MD",proof liters,"32,408","33,762","32,196","32,884",0,"33,270","32,856",0,"33,330","32,376",0,0
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Buffalo, NY",proof liters,"912,360","719,906","1,100,782","609,262","1,188,470","757,934","888,998","872,420","377,642","389,868","533,858","824,710"
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Cleveland, OH",proof liters,"6,868,678","6,777,076","5,963,726","4,483,340","5,618,578","4,270,222","4,711,756","3,363,070","3,242,054","3,845,382","4,406,990","2,697,696"
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Columbia-Snake, OR",proof liters,"583,624","299,472","141,346","157,238","656,614","503,904","468,438","135,956","411,896","455,716","471,712","400,752"
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Detroit, MI",proof liters,"48,468,268","40,647,394","44,461,202","36,650,598","37,207,822","33,355,436","40,585,404","40,730,318","62,102,476","61,504,334","58,053,512","34,845,858"
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Great Falls, MT",proof liters,"594,420","983,984","2,568,682","1,661,880","2,342,384","1,378,136","1,760,916","2,265,096","1,956,108","2,376,746","1,946,976","1,582,082"
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Houston-Galveston, TX",proof liters,"56,632","129,724","19,732","19,720","77,100","76,424","24,470","16,204","42,900","121,668","90,238","110,988"
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Laredo, TX",proof liters,"181,700","38,808","237,408",0,"68,800","113,954","289,504","131,408","225,856","145,872","629,714","23,728"
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Los Angeles, CA",proof liters,"71,116","376,774","498,580","230,252","599,764","262,144","409,292","198,758",0,0,"18,512",0
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Miami, FL",proof liters,"65,116","5,994","39,512","52,214","30,454","52,794",0,"50,206","60,904","65,930","10,696","32,090"
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"New Orleans, LA",proof liters,"18,094","92,172","202,364","84,542","101,478","116,464","7,154","202,304","479,612","1,524,878","876,894","484,374"
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"New York, NY",proof liters,"123,974","92,508","74,720","274,648","66,702","145,828","169,380","553,608","183,328","196,284","172,402","157,980"
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Ogdensburg, NY",proof liters,"3,485,158","3,411,840","3,158,690","3,081,470","3,442,476","4,195,190","2,624,558","3,404,808","5,368,054","4,206,628","2,727,128","2,594,184"
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Pembina, ND",proof liters,"657,618","388,918","607,136","396,242","820,734","522,734","1,175,508","928,100","635,484","1,105,104","735,300","1,090,536"
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Philadelphia, PA",proof liters,0,0,"87,166",0,0,0,0,0,0,"209,782",0,0
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Portland, ME",proof liters,0,"410,074","140,080","404,180","333,758","328,080","664,966","420,594","1,115,596","966,228",0,"817,982"
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"San Francisco, CA",proof liters,"2,008,646","346,504","54,418","109,566","462,708","1,149,170","36,310","1,093,226","238,738","158,604","234,120","161,956"
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"San Juan, PR",proof liters,0,"160,768","5,514",0,"153,184",0,0,"160,128","161,172","157,152","310,834","16,880"
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Savannah, GA",proof liters,0,0,0,0,"38,442",0,0,0,0,0,0,0
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Seattle, WA",proof liters,0,0,"4,272","53,756","103,066","272,560","215,136","147,020","263,534","163,978","280,686","352,990"
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"St. Albans, VT",proof liters,"755,428","877,298","985,564","1,050,734","751,040","1,019,818","1,028,330","1,303,736","687,684","1,819,238","1,876,854","952,980"
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"St. Louis, MO",proof liters,"331,238","340,068","637,766","681,964","301,818","979,120","692,022","354,624","686,052","347,164","313,076","729,158"
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,11 - Entered into U.S. Virgin Islands,Virgin Islands of the United States,proof liters,0,"87,292",0,"40,276","23,796",0,"20,486",0,0,0,0,"22,726"
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,61 - Dutiable HS chapters 1-97,"Buffalo, NY",proof liters,0,0,0,0,"12,582","36,020","7,336",0,0,0,"61,242",0
2017,Customs Value,Canada,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,61 - Dutiable HS chapters 1-97,"Detroit, MI",proof liters,"134,404","179,038","170,736","286,930","276,562","211,984","247,304","146,044","132,920","74,042","43,980","45,170"
2017,Customs Value,Finland,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Detroit, MI",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Finland,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Houston-Galveston, TX",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Finland,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Laredo, TX",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Finland,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Los Angeles, CA",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Finland,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Miami, FL",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Finland,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"New York, NY",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,Finland,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Boston, MA",proof liters,0,0,"190,680",0,"167,908","200,384",0,"98,996","167,748",0,0,"190,460"
2017,Customs Value,Finland,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Charleston, SC",proof liters,"157,546","319,696","174,586","364,510","167,734","164,244","466,526",0,"462,640","408,702",0,0
2017,Customs Value,Finland,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Chicago, IL",proof liters,"193,350","164,794",0,"359,234",0,"159,600","208,492",0,"318,914",0,"170,036","171,256"
2017,Customs Value,Finland,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Cleveland, OH",proof liters,"604,052","593,958","572,996","504,636","555,716","526,622","442,548","210,158","669,496","409,076","712,250","182,284"
2017,Customs Value,Finland,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Great Falls, MT",proof liters,"398,200",0,0,"413,986",0,"347,324",0,"383,262",0,"205,466","156,248","206,580"
2017,Customs Value,Finland,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Los Angeles, CA",proof liters,"121,948","294,172",0,"346,230",0,"112,724","124,750","168,928","168,530","166,584","246,374","339,758"
2017,Customs Value,Finland,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Miami, FL",proof liters,"185,482",0,"192,656","162,840",0,0,"210,680","167,800","194,992","168,530",0,"212,302"
2017,Customs Value,Finland,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Minneapolis, MN",proof liters,"128,348",0,0,"136,280",0,0,0,"130,146",0,0,"123,550",0
2017,Customs Value,Finland,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"New York, NY",proof liters,"297,140",0,"713,782","112,468","799,724","331,668","448,606","555,928","129,714","653,780",0,"163,334"
2017,Customs Value,Finland,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"San Francisco, CA",proof liters,"116,498","283,068",0,"112,642","166,284","108,774",0,"161,816","158,750","95,902","285,654","160,256"
2017,Customs Value,Finland,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"San Juan, PR",proof liters,0,"383,600","193,180","158,284","175,540","9,040","166,320","327,330","167,456","612,444",0,"733,420"
2017,Customs Value,Finland,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,10 - Free under HS Chapters 1-98,"Tampa, FL",proof liters,"275,940",0,"349,164","205,426","199,872","202,718",0,"314,562","388,052",0,"367,442","99,572"
2017,Customs Value,France,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Baltimore, MD",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,France,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Charlotte, NC",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,France,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Chicago, IL",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
2017,Customs Value,France,2208,"ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF UNDER 80% VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES",No program claimed,00 - Free into bonded warehouse or FTZ,"Cleveland, OH",proof liters,0,0,0,0,0,0,0,0,0,0,0,0
